"/* Jun Da: Modern Chinese Character Frequency List */",,,,,
"/* 笪骏现代汉语单字频率列表 */",,,,,
"/* http://lingua.mtsu.edu */",,,,,
"/* 拼音取自于http://www.mandarintools.com/cedict.html, http://www.chinese-forums.com/vocabulary/和http://sh.netsh.com/bbs/1951/。 */",,,,,
"/* 英文翻译来自于CEDICT at http://www.mandarintools.com/cedict.html */",,,,,
"序列号","汉字","频率","累计频率(%)","拼音","英文翻译"
5029,"嗄",178,99.92,"a2/sha4","ah (exclamatory part.), hoarse"
5030,"灏",178,99.92,"hao4","vast (of water)"
5031,"疥",177,99.92,"jie4","scabies"
5032,"苜",177,99.92,"mu4","clover"
5033,"荞",177,99.92,"qiao2","buckwheat"
5034,"嘣",177,99.92,"beng1",
5035,"夤",177,99.92,"yin2","late at night"
5036,"砝",177,99.92,"fa3",
5037,"颞",177,99.92,"nie4","temporal bones"
5038,"開",177,99.92,"kai1",
5039,"忤",176,99.92,"wu3","disobedient/unfilial"
5040,"遢",176,99.92,"ta4/ta1","careless, negligent, slipshod"
5041,"旎",176,99.92,"ni3","fluttering of flags"
5042,"瘛",176,99.92,"chi4",
5043,"魉",176,99.92,"liang3","sprite/fairy"
5044,"辇",176,99.92,"nian3","emperor's carriage"
5045,"見",176,99.92,"jian4",
5046,"瓤",175,99.92,"rang2","pulp of fruit"
5047,"荥",175,99.92,"xing2/ying2","place name"
5048,"涫",175,99.92,"guan4",
5049,"娌",175,99.92,"li3","husband's brother's wife"
5050,"氚",175,99.92,"chuan1","tritium"
5051,"臁",175,99.92,"lian2",
5052,"毂",175,99.92,"gu1/gu3","wheel, hub of wheel"
5053,"碇",175,99.92,"ding4","anchor"
5054,"毖",174,99.92,"bi4","careful/prevent"
5055,"壅",174,99.92,"yong1","obstruct/stop up"
5056,"吡",174,99.92,"bi3",
5057,"缛",174,99.92,"ru4","adorned/beautiful"
5058,"玮",174,99.92,"wei3","(reddish jade)/precious/rare"
5059,"羟",174,99.92,"qiang3","hydroxyl (radical)"
5060,"還",174,99.92,"hai2",
5061,"珈",173,99.92,"jia1","gamma/jewelry"
5062,"颀",173,99.92,"qi2","tall"
5063,"虼",173,99.92,"ge4","flea"
5064,"祇",172,99.92,"qi2",
5065,"佝",172,99.92,"gou1",
5066,"翕",172,99.92,"xi4/xi1","agree"
5067,"遴",172,99.93,"lin2","(surname)/select for appointment"
5068,"珏",172,99.93,"jue2","gems mounted together"
5069,"郛",172,99.93,"fu2","suburbs"
5070,"較",172,99.93,"jiao4",
5071,"驗",172,99.93,"yan4",
5072,"玖",171,99.93,"jiu3","(black stone)/nine (fraud-proof)"
5073,"蹇",171,99.93,"jian3","(surname)/difficulty/lame"
5074,"逋",171,99.93,"bu1","flee/abscond/owe"
5075,"氅",171,99.93,"chang3","overcoat"
5076,"粽",171,99.93,"zong4","rice dumplings wrapped in leaves"
5077,"诂",171,99.93,"gu3","comment/explain"
5078,"岢",170,99.93,"ke3","name of a mountain"
5079,"聒",170,99.93,"guo1",
5080,"髁",170,99.93,"ke1","condyles"
5081,"黍",169,99.93,"shu3","broomcorn millet/glutinous millet"
5082,"芾",169,99.93,"fei4/fu2","small, luxuriance of vegetation"
5083,"淝",169,99.93,"fei2","name of a river"
5084,"鲎",169,99.93,"hou4","king crab"
5085,"鞣",169,99.93,"rou2","suede/chamois/tannin/to tan"
5086,"髋",169,99.93,"kuan1","pelvis/pelvic"
5087,"闳",169,99.93,"hong2","(surname)/big/gate"
5088,"潆",169,99.93,"ying2","eddy/small river"
5089,"汨",168,99.93,"mi4","name of a river"
5090,"胍",168,99.93,"gua1","guanidine"
5091,"阏",167,99.93,"e4/yan1","shut/stop, first wives of xiong-nu chiefs"
5092,"钤",167,99.93,"qian2","latch of door/seal"
5093,"鹜",167,99.93,"wu4",
5094,"鬈",167,99.93,"quan2","to curl/curled"
5095,"铵",167,99.93,"an3","ammonium"
5096,"戬",167,99.93,"jian3","carry to the utmost/to cut"
5097,"點",167,99.93,"dian3",
5098,"崮",166,99.93,"gu4","(element in mountain names)"
5099,"枰",166,99.93,"ping2","chess-like game"
5100,"樯",166,99.93,"qiang2","boom/mast"
5101,"脍",166,99.93,"kuai4","chopped meat or fish"
5102,"畲",166,99.93,"yu2/she1","cultivated field"
5103,"衾",166,99.93,"qin1","coverlet/quilt"
5104,"蹼",166,99.93,"pu3","web (of feet of ducks, frogs, etc.)"
5105,"題",166,99.93,"ti2",
5106,"劬",165,99.93,"qu2","labor"
5107,"咭",165,99.93,"ji1",
5108,"囫",165,99.93,"hu2","whole/in one lump"
5109,"洱",165,99.93,"er3","name of a river"
5110,"刎",164,99.93,"wen3","cut across (throat)"
5111,"芏",164,99.93,"du4",
5112,"琊",164,99.93,"ya2",
5113,"碚",164,99.93,"bei4","place name in Chongqing"
5114,"鳕",164,99.93,"xue3","codfish/Gadus macrocephalus"
5115,"谪",163,99.93,"zhe2","disgrace (an official)/find fault"
5116,"芎",163,99.93,"xiong1",
5117,"恂",163,99.93,"xun2","sincere"
5118,"槿",163,99.93,"jin3","Hibiscus syriacus/transient"
5119,"鲢",163,99.93,"lian2","Hypophthalmichthys moritrix"
5120,"鲧",163,99.93,"gun3","father of great yeu"
5121,"嘧",163,99.93,"mi4","(phonetic) as in pyrimidine"
5122,"绀",163,99.93,"gan4","violet or purple"
5123,"郦",162,99.93,"li4","(surname)/ancient place name"
5124,"噱",162,99.93,"jue2","loud laughter"
5125,"浠",162,99.93,"xi1","name of a river in Hubei"
5126,"潸",162,99.93,"shan1","tearfully"
5127,"跏",162,99.93,"jia1","sit cross-legged"
5128,"鲶",162,99.93,"nian2","sheat"
5129,"矍",161,99.93,"jue2","(surname)/glance fearfully"
5130,"苌",161,99.93,"chang2","carambola"
5131,"抻",161,99.93,"chen1",
5132,"琰",161,99.93,"yan3","gem/glitter of gems"
5133,"鹚",161,99.93,"ci2",
5134,"龆",161,99.93,"tiao2","shed the milk teeth/young"
5135,"臬",161,99.93,"nie4","provincial judge"
5136,"芄",160,99.93,"wan2","Metaplexis stauntoni"
5137,"呔",160,99.93,"tai3",
5138,"雒",160,99.93,"luo4","black horse with white mane/fearful"
5139,"觞",160,99.93,"shang1","feast/goblet"
5140,"钒",159,99.93,"fan2","vanadium"
5141,"饫",159,99.93,"yu4","full (as of eating)"
5142,"阒",159,99.93,"qu4","live alone/quiet"
5143,"槎",159,99.93,"cha2","a raft made of bamboo or wood/to fell trees/to hew"
5144,"鸩",159,99.93,"zhen4","poisonous/to poison"
5145,"舂",159,99.93,"chong1","to pound (grain)/beat"
5146,"谠",158,99.93,"dang3","advice/counsels"
5147,"阡",158,99.93,"qian1","road leading north and south"
5148,"莒",158,99.93,"ju3","(fibrous plant)"
5149,"萸",158,99.93,"yu2","cornelian cherry"
5150,"妗",158,99.93,"jin4","wife of mother's brother"
5151,"稔",158,99.93,"ren3","ripe grain"
5152,"穰",158,99.93,"rang2","(surname)/abundant/stalk of grain"
5153,"蚧",158,99.93,"jie4","horned toad"
5154,"餍",158,99.93,"yan4","eat to the full"
5155,"谯",157,99.93,"qiao2/qiao4","(surname)/drum tower, ridicule/to blame"
5156,"芗",157,99.93,"xiang1","(Fujian drama)"
5157,"菸",157,99.93,"yan1","cigarette/tobacco"
5158,"葩",157,99.93,"pa1","corolla of flower"
5159,"踔",157,99.93,"chuo1",
5160,"厣",156,99.93,"yan3","operculum"
5161,"佻",156,99.93,"tiao1","frivolous/unsteady/delay"
5162,"嘌",156,99.93,"piao4",
5163,"饩",156,99.93,"xi4","grain ration/sacrificial victim"
5164,"钏",156,99.93,"chuan4","an armlet/bracelet"
5165,"蠓",156,99.93,"meng3","grasshopper/midge/sandfly"
5166,"黩",156,99.93,"du2","blacken/constantly/to insult"
5167,"倨",156,99.93,"ju4","stubborn"
5168,"腸",156,99.93,"chang2",
5169,"缬",155,99.93,"xie2","knot/tie a knot"
5170,"殚",155,99.93,"dan1","entirely/to exhaust"
5171,"钿",155,99.93,"dian4/tian2","gold inlaid work, gold inlaid work"
5172,"鎏",155,99.93,"liu2","bessemerizing of matte"
5173,"恁",155,99.93,"ren4/nin2","that, like this, thus, so, such"
5174,"藿",155,99.93,"huo4","Lophanthus rugosus/beans"
5175,"囟",154,99.93,"xin4","skull/top of head"
5176,"鄣",154,99.93,"zhang1","place name"
5177,"呋",154,99.93,"fu1",
5178,"婺",154,99.93,"wu4","beautiful"
5179,"绱",154,99.93,"shang4",
5180,"瓯",154,99.93,"ou1","bowl/cup"
5181,"旃",154,99.93,"zhan1","felt/silken banner"
5182,"锶",154,99.93,"si1","strontium"
5183,"酩",154,99.93,"ming3",
5184,"恹",153,99.93,"yan1","contented/peaceful"
5185,"逶",153,99.93,"wei1","winding, curving/swagger"
5186,"缦",153,99.94,"man4","plain thin silk/slow/unadorned"
5187,"鸹",153,99.94,"gua1","the crow"
5188,"螟",152,99.94,"ming2","Heliothus armigera"
5189,"菟",152,99.94,"tu4/tu2","dodder/cuscuta"
5190,"阗",152,99.94,"tian2","fill up/rumbling sound"
5191,"濉",152,99.94,"sui1","name of a river"
5192,"篑",152,99.94,"kui4","basket for carrying soil"
5193,"醪",152,99.94,"lao2","wine or liquor with sediment"
5194,"鲛",152,99.94,"jiao1","shark"
5195,"讦",152,99.94,"jie2","accuse/pry"
5196,"媪",152,99.94,"ao3","old woman"
5197,"邬",152,99.94,"wu1","(surname)/ancient place name"
5198,"殇",152,99.94,"shang1","die prematurely"
5199,"鄯",151,99.94,"shan4","name of a district in Xinjiang"
5200,"芡",151,99.94,"qian4","Euryale ferox"
5201,"嫠",151,99.94,"li2","widow"
5202,"肼",151,99.94,"jing3",
5203,"峤",151,99.94,"jiao4/qiao2","highest peak"
5204,"矽",150,99.94,"xi1",
5205,"讧",150,99.94,"hong4",
5206,"掼",150,99.94,"guan4","fling/smash"
5207,"焖",150,99.94,"men4","cook in a covered vessel"
5208,"愆",150,99.94,"qian1","fault/transgression"
5209,"聩",150,99.94,"kui4","born deaf/deaf"
5210,"岘",150,99.94,"xian4","steep hill"
5211,"靛",149,99.94,"dian4","indigo pigment"
5212,"菖",149,99.94,"chang1","calamus"
5213,"卟",149,99.94,"bu3",
5214,"姒",149,99.94,"si4","(surname)/wife of older brother"
5215,"杷",149,99.94,"pa2","loquat"
5216,"砉",149,99.94,"hua1",
5217,"袢",149,99.94,"pan4",
5218,"蚋",149,99.94,"rui4","(mosquito)/Simulia lugubris/blackfly"
5219,"笳",149,99.94,"jia1","whistle made of reed"
5220,"挈",149,99.94,"qie4","pull out/take family along"
5221,"關",149,99.94,"guan1",
5222,"踽",148,99.94,"ju3","hunchbacked/walk alone"
5223,"黾",148,99.94,"min3/mian3","toad"
5224,"麼",148,99.94,"ma2",
5225,"侩",147,99.94,"kuai4","broker"
5226,"凫",147,99.94,"fu2","mallard/Anas platyrhyncha"
5227,"诔",147,99.94,"lei3","eulogize the dead/eulogy"
5228,"郯",147,99.94,"tan2","(surname)/name of an ancient city"
5229,"韪",147,99.94,"wei3","correct/right"
5230,"挲",147,99.94,"suo1","feel/to fondle"
5231,"笪",147,99.94,"da2","(surname)/rough bamboo mat"
5232,"鼋",147,99.94,"yuan2","sea turtle"
5233,"莜",147,99.94,"you2",
5234,"風",147,99.94,"feng1",
5235,"菅",146,99.94,"jian1","(grass)/Themeda forsbali"
5236,"嵊",146,99.94,"sheng4","name of a district in Zhejiang"
5237,"裢",146,99.94,"lian2","pouch hung from belt"
5238,"趿",146,99.94,"ta1",
5239,"箸",146,99.94,"zhu4","chopsticks"
5240,"莴",145,99.94,"wo1","(lettuce)/Lactuca sativa"
5241,"莠",145,99.94,"you3","Setaria viridis/vicious"
5242,"阌",145,99.94,"wen2","wen xiang, Henan province"
5243,"旯",145,99.94,"la2",
5244,"圜",145,99.94,"huan2/yuan2","circle/encircle, circle/round"
5245,"涪",145,99.94,"fu2","name of a river"
5246,"赍",145,99.94,"ji1",
5247,"柞",144,99.94,"zuo4/zha4","oak/Quercus serrata"
5248,"嗍",144,99.94,"suo1",
5249,"囵",144,99.94,"lun2","complete"
5250,"榧",144,99.94,"fei3","Torreya nucifera"
5251,"裰",144,99.94,"duo1",
5252,"笾",144,99.94,"bian1","basket for fruits"
5253,"簟",144,99.94,"dian4","fine woven grass mat"
5254,"跎",144,99.94,"tuo2","stumble"
5255,"巽",144,99.94,"xun4","a sign in the trigram/obey"
5256,"曷",144,99.94,"he2","why/how/when/what/where"
5257,"逖",143,99.94,"ti4","far"
5258,"骓",143,99.94,"zhui1","(surname)/piebald"
5259,"绔",143,99.94,"ku4",
5260,"枋",143,99.94,"fang1","Santalum album"
5261,"镒",143,99.94,"yi4","abrasion/gold-20 taels in weight"
5262,"魃",143,99.94,"ba2","drought demon"
5263,"餮",143,99.94,"tie4","gluttonous"
5264,"讵",143,99.94,"ju4","how (interj. of surprise)"
5265,"乜",142,99.94,"mie1/nie4","squint"
5266,"鄢",142,99.94,"yan1","(surname)/name of a feudal state"
5267,"瑭",142,99.94,"tang2","(jade)"
5268,"踅",142,99.94,"chi4/xue2","walk with one leg, to walk around/turn back midway"
5269,"馓",141,99.94,"san3",
5270,"蟛",141,99.94,"peng2","(land-crab)/grapsus sp."
5271,"鳟",141,99.94,"zun1",
5272,"荛",141,99.94,"rao2","fuel/grass"
5273,"菬",141,99.94,"qiao2",
5274,"忪",140,99.94,"zhong1/song1","restless/agitated"
5275,"阍",140,99.94,"hun1","door-keeper"
5276,"姹",140,99.94,"cha4",
5277,"纰",140,99.94,"pi1","error/carelessness/spoiled silk"
5278,"桉",140,99.94,"an1","eucalyptus globulus"
5279,"氪",140,99.94,"ke4","krypton"
5280,"氘",140,99.94,"dao1","deuterium"
5281,"垅",139,99.94,"long3",
5282,"郃",139,99.94,"xia2",
5283,"汊",139,99.94,"cha4","branching stream"
5284,"娉",139,99.94,"ping1","graceful"
5285,"纡",139,99.94,"yu1","(surname)/cord/twist"
5286,"缟",139,99.94,"gao3","plain white silk"
5287,"旮",139,99.94,"ga1",
5288,"镢",139,99.94,"jue2",
5289,"傈",139,99.94,"li4",
5290,"堋",138,99.94,"peng2","target in archery"
5291,"蔺",138,99.94,"lin4","juncus effusus"
5292,"庥",138,99.94,"xiu1","protection/shade"
5293,"枥",138,99.94,"li4","stable"
5294,"腭",138,99.94,"e4",
5295,"鹕",138,99.94,"hu2","pelican"
5296,"笮",138,99.94,"ze2","board under tiles on roof/narrow"
5297,"髂",138,99.94,"qia4",
5298,"魍",138,99.94,"wang3","elf/sprite"
5299,"缁",138,99.94,"zi1","Buddhists/black silk/dark"
5300,"槊",138,99.94,"shuo4","long lance"
5301,"跞",138,99.94,"li4","move/walk"
5302,"醚",137,99.94,"mi2","ether"
5303,"吒",137,99.94,"zha4","upbraid"
5304,"枳",137,99.94,"zhi3","(orange)/hedge thorn"
5305,"搿",137,99.94,"ge2","to hug"
5306,"鹧",137,99.94,"zhe4","partridge/Francolinus chinensis"
5307,"蜍",137,99.94,"chu2","Bufo vulgaris/toad"
5308,"舻",137,99.94,"lu2","bow of ship"
5309,"鏊",137,99.94,"ao4",
5310,"禳",137,99.94,"rang2","sacrifice for avoiding calamity"
5311,"蒺",136,99.94,"ji2","Tribulus terrestris"
5312,"钹",136,99.94,"bo2","cymbals"
5313,"蜢",136,99.94,"meng3","grasshopper"
5314,"鬻",136,99.94,"yu4","vend"
5315,"珩",136,99.94,"heng2","top gem of pendant from girdle"
5316,"卮",135,99.94,"zhi1","goblet"
5317,"垭",135,99.94,"ya4/ya1","character used in place names"
5318,"苄",135,99.94,"bian4",
5319,"苕",135,99.94,"tiao2","Teocoma grandiflora"
5320,"菀",135,99.94,"wan3","luxuriance of growth"
5321,"骠",135,99.95,"piao4/biao1","white horse"
5322,"袷",135,99.95,"jia2","lined"
5323,"跹",135,99.95,"xian1","manner of dancing/walk around"
5324,"瘘",135,99.95,"lou4",
5325,"騔",135,99.95,"ge2",
5326,"論",135,99.95,"lun4",
5327,"磬",134,99.95,"qing4","musical stone"
5328,"缶",134,99.95,"fou3","pottery"
5329,"笸",134,99.95,"po3","flat basket-tray"
5330,"鸷",134,99.95,"zhi4","birds of prey"
5331,"頭",134,99.95,"tou2",
5332,"芰",133,99.95,"ji4","Trapa natans/water caltrop"
5333,"蕲",133,99.95,"qi2","(herb)/implore/pray/place name"
5334,"阆",133,99.95,"lang2",
5335,"纨",133,99.95,"wan2","white/white silk"
5336,"琮",133,99.95,"cong2","(surname)/octagonal jade badge"
5337,"牦",133,99.95,"mao2",
5338,"砩",133,99.95,"fei4/fu2","dam up water with rocks, name of a stone"
5339,"蠲",133,99.95,"juan1","bright/glow-worm/remit taxes"
5340,"锒",133,99.95,"lang2","chain/ornament"
5341,"锕",133,99.95,"a1",
5342,"郓",133,99.95,"yun4","place name"
5343,"妯",132,99.95,"zhou2","wives of brothers"
5344,"驷",132,99.95,"si4","team of 4 horses"
5345,"鹩",132,99.95,"liao2","eastern wren"
5346,"舢",132,99.95,"shan1","sampan"
5347,"趸",132,99.95,"dun3","wholesale"
5348,"證",132,99.95,"zheng4",
5349,"養",132,99.95,"yang3",
5350,"芫",131,99.95,"yuan2","daphne genkwa"
5351,"嗉",131,99.95,"su4","crop (of bird), crop of a bird/fat"
5352,"蠊",131,99.95,"lian2","cockroach"
5353,"笊",131,99.95,"zhao4","loosely woven bamboo ladle"
5354,"莸",130,99.95,"you2","Caryopteris divaricata"
5355,"饴",130,99.95,"yi2","syrup"
5356,"阃",130,99.95,"kun3","door to women's room/threshold"
5357,"浯",130,99.95,"wu2",
5358,"枇",130,99.95,"pi2","loquat"
5359,"焱",130,99.95,"yan4","flames"
5360,"铆",129,99.95,"mao3","riveting"
5361,"擤",129,99.95,"xing3","blow nose"
5362,"柢",129,99.95,"di3","foundation/root"
5363,"醢",129,99.95,"hai3","minced meat/pickled meat"
5364,"呲",128,99.95,"ci1",
5365,"崾",128,99.95,"yao3",
5366,"溆",128,99.95,"xu4","name of a river"
5367,"潴",128,99.95,"zhu1","pool/pond"
5368,"牖",128,99.95,"you3","enlighten/lattice window"
5369,"硪",128,99.95,"wo4",
5370,"碓",128,99.95,"dui4","pestle/pound with a pestle"
5371,"鹆",128,99.95,"yu4","mynah"
5372,"鬣",128,99.95,"lie4","bristles/mane"
5373,"堀",128,99.95,"ku1","cave/hole"
5374,"帙",128,99.95,"zhi4","(surname)/book cover"
5375,"雱",128,99.95,"pang1",
5376,"須",128,99.95,"xu1",
5377,"進",128,99.95,"jin4",
5378,"诎",127,99.95,"qu1",
5379,"獐",127,99.95,"zhang1","river deer/roebuck"
5380,"桁",127,99.95,"heng2","pole plate/purlin/ridge-pole"
5381,"蛱",127,99.95,"jia2","butterfly"
5382,"鳏",127,99.95,"guan1","widower"
5383,"郴",127,99.95,"chen1","name of a district in Hunan"
5384,"幂",127,99.95,"mi4","power (math.term)"
5385,"箝",127,99.95,"qian2","pliers/pincers/to clamp"
5386,"僳",127,99.95,"su4","Lisu (ethnic group)"
5387,"疝",127,99.95,"shan4","hernia"
5388,"茴",126,99.95,"hui2","fennel"
5389,"揶",126,99.95,"ye2","gesticulate/play antics"
5390,"呦",126,99.95,"you1","bleating of the deer"
5391,"嗌",126,99.95,"ai4",
5392,"囹",126,99.95,"ling2","prison"
5393,"螈",126,99.95,"yuan2","salamander/newt/Diemyelilus pyrogaster"
5394,"脲",126,99.95,"niao4",
5395,"镊",125,99.95,"nie4","forceps/to nip"
5396,"锑",125,99.95,"ti1","antimony"
5397,"胨",125,99.95,"dong4",
5398,"膈",125,99.95,"ge2","diaphragm"
5399,"痼",125,99.95,"gu4","obstinate disease"
5400,"鳊",125,99.95,"bian1",
5401,"赅",125,99.95,"gai1","(surname)/include in/prepare"
5402,"贽",125,99.95,"zhi4","gifts to superiors"
5403,"處",125,99.95,"chu4",
5404,"苤",124,99.95,"pie3","Brassica campestris subsp. rapa"
5405,"峄",124,99.95,"yi4","name of hills in Shandong"
5406,"桡",124,99.95,"rao2",
5407,"雎",124,99.95,"ju1","(fish hawk)/osprey"
5408,"鲋",124,99.95,"fu4","silver carp"
5409,"鞫",124,99.95,"ju1",
5410,"鼬",124,99.95,"you4","weasel, mustela itatis"
5411,"獯",123,99.95,"xun1","name of a tribe"
5412,"昀",123,99.95,"yun2","sun light/used in personal name"
5413,"痍",123,99.95,"yi2","bruise/sores"
5414,"蟊",123,99.95,"mao2","Spanish fly/grain-eating grub"
5415,"鞴",123,99.95,"bei4",
5416,"疖",123,99.95,"jie2/jie1","pimple, sore, boil"
5417,"熘",123,99.95,"liu1",
5418,"乇",122,99.95,"tuo1",
5419,"羸",122,99.95,"lei2","entangled/lean"
5420,"嵴",122,99.95,"ji2",
5421,"栀",122,99.95,"zhi1","gardenia"
5422,"槲",122,99.95,"hu2","oak/Quercus dentata"
5423,"炝",122,99.95,"qiang4",
5424,"炷",122,99.95,"zhu4","candlewick/incense stick"
5425,"硐",122,99.95,"dong4",
5426,"锸",122,99.95,"cha1",
5427,"鹂",122,99.95,"li2","Chinese oriole"
5428,"裾",122,99.95,"ju1","garment"
5429,"侪",122,99.95,"chai2","a class/a company/companion"
5430,"診",122,99.95,"zhen3",
5431,"調",122,99.95,"diao4",
5432,"珐",121,99.95,"fa4","enamel ware/cloisonne ware"
5433,"縯",121,99.95,"yin3",
5434,"哔",121,99.95,"bi4","beiges/serge"
5435,"屙",121,99.95,"e1","defecate"
5436,"旆",121,99.95,"pei4","pennant/streamer"
5437,"佰",121,99.95,"bai3","(complicated form of) hundred (used to avoid fraud)"
5438,"僦",121,99.95,"jiu4","hire/to rent"
5439,"牯",121,99.95,"gu3","bullock/cow"
5440,"钪",121,99.95,"kang4","scandium"
5441,"掾",121,99.95,"yuan4","official"
5442,"針",121,99.95,"zhen1",
5443,"仟",120,99.95,"qian1","thousand"
5444,"圮",120,99.95,"pi3","destroyed/injure"
5445,"芟",120,99.95,"shan1","cut down/mow/scythe"
5446,"崃",120,99.95,"lai2","name of a mountain in Sichuan"
5447,"廪",120,99.95,"lin3","government granary"
5448,"擘",120,99.95,"bo4","thumb/break/tear/pierce/split/to analyze"
5449,"笱",120,99.95,"gou3","basket for trapping fish"
5450,"跗",120,99.95,"fu1","instep/tarsus"
5451,"鲅",120,99.95,"ba4",
5452,"硷",119,99.95,"jian3","base (chem.)/soda/alkali"
5453,"苎",119,99.95,"zhu4","Boehmeria nivea"
5454,"匏",119,99.95,"pao2","bottle gourd/Lagenaria vulgaris"
5455,"嗾",119,99.95,"sou3","to urge on/incite"
5456,"圄",119,99.95,"yu3","imprison"
5457,"彀",119,99.95,"gou4","enough"
5458,"粳",118,99.95,"jing1",
5459,"卣",118,99.95,"you3","wine container"
5460,"勐",118,99.95,"meng3",
5461,"掴",118,99.95,"guo2","to slap"
5462,"涑",118,99.95,"su4","name of a river"
5463,"浞",118,99.95,"zhuo2",
5464,"玳",118,99.95,"dai4","tortoise shell/turtle"
5465,"愍",118,99.95,"min3","pity/sympathize"
5466,"畛",118,99.95,"zhen3","border/boundary/field-path"
5467,"赧",118,99.95,"nan3","blush"
5468,"貉",117,99.95,"hao2/he2/mo4","badger-like animal, badger-like animal, name of a wild tribe/silent"
5469,"擀",117,99.95,"gan3",
5470,"湫",117,99.95,"jiao3/qiu1","marsh"
5471,"逦",117,99.95,"li3","winding"
5472,"椴",117,99.95,"duan4","Hibiscus syriacus"
5473,"铄",117,99.95,"shuo4","bright/melt/fuse (metal)"
5474,"箧",117,99.95,"qie4","portfolio/trunk"
5475,"刖",117,99.95,"yue4","cut off the feet as punishment"
5476,"鲮",117,99.96,"ling2","pangolin/Manis pentadactylata"
5477,"訇",116,99.96,"hong1","(surname)/sound of a crash"
5478,"茱",116,99.96,"zhu1","cornelian cherry"
5479,"啖",116,99.96,"dan4","eat/taste/entice (with a bait)"
5480,"悭",116,99.96,"qian1","stingy"
5481,"愀",116,99.96,"qiao3","change countenance/worry"
5482,"朐",116,99.96,"qu2","(surname)"
5483,"畈",116,99.96,"fan4","field/farm"
5484,"鹨",116,99.96,"liu4",
5485,"蛘",116,99.96,"yang2",
5486,"佶",115,99.96,"ji2","difficult to pronounce"
5487,"缃",115,99.96,"xiang1","light yellow color"
5488,"晟",115,99.96,"sheng4","brightness of sun/splendor"
5489,"鲱",115,99.96,"fei1",
5490,"凼",115,99.96,"dang4",
5491,"苴",115,99.96,"ju1","(hemp)/(surname)/sack cloth"
5492,"颛",115,99.96,"zhuan1","(surname)/good/simple"
5493,"厍",114,99.96,"she4","(surname)"
5494,"匚",114,99.96,"fang1/qu1","box/basket"
5495,"徉",114,99.96,"yang2","walk back and forth"
5496,"洙",114,99.96,"zhu1","(surname)/name of a river"
5497,"氡",114,99.96,"dong1","radon"
5498,"胗",114,99.96,"zhen1","gizzard"
5499,"癯",114,99.96,"qu2",
